,host_name,host_since,host_neighbourhood,property_type,room_type,price
3512,Alissa,2012-09-20,Eagle Rock,Entire bungalow,Entire home/apt,
3513,Armando,2015-05-16,Pico Rivera,Entire guest suite,Entire home/apt,$78.00
3514,Jamie,2015-04-09,,Entire loft,Entire home/apt,
3515,Paul,2016-03-05,Topanga,Entire home,Entire home/apt,"$1,136.00"
3516,Scott,2016-03-05,Studio City,Private room in rental unit,Private room,
3517,Yutong,2016-03-02,Hollywood,Entire rental unit,Entire home/apt,
3518,M. Jeneen,2016-03-02,Westwood,Entire rental unit,Entire home/apt,$130.00
3519,Chloe,2016-03-02,,Shared room in home,Shared room,
3520,Isabel And Sam,2014-05-14,,Private room in home,Private room,
3521,胡,2015-07-25,Monterey Park,Private room in townhouse,Private room,$44.00
3522,Vinh,2016-02-14,Lincoln Heights,Entire home,Entire home/apt,$192.00
3523,Kirt,2014-09-25,Van Nuys,Entire guesthouse,Entire home/apt,$80.00
3524,Mark,2015-11-09,,Private room in townhouse,Private room,$63.00
3525,Eliezer,2015-02-07,Mid-Wilshire,Entire rental unit,Entire home/apt,
3526,Katherine,2013-11-13,Santa Monica,Entire guesthouse,Entire home/apt,$283.00
3527,Kelsa,2016-03-17,Panorama City,Private room in rental unit,Private room,
3528,Madeline,2012-09-10,Mid-Wilshire,Entire rental unit,Entire home/apt,
3529,Hope,2016-03-18,Westside,Private room in rental unit,Private room,$59.00
3530,Angela,2016-02-08,South Robertson,Private room in home,Private room,$82.00
3531,Jerry,2012-09-02,Burbank,Entire bungalow,Entire home/apt,$135.00
3532,Mauricio Antonio,2016-03-18,Silver Lake,Private room in bungalow,Private room,$105.00
3533,Cj,2012-08-20,,Private room in rental unit,Private room,$550.00
3534,Ellen,2016-02-17,Long Beach,Entire home,Entire home/apt,$280.00
3535,Anya,2015-03-31,Studio City,Entire home,Entire home/apt,$333.00
3536,William,2014-08-15,North Hollywood,Private room in home,Private room,$63.00
3537,Mediseh,2016-03-06,,Entire rental unit,Entire home/apt,$155.00
3538,Adebamarajo,2016-03-03,,Shared room in rental unit,Shared room,
3539,Mavic,2015-07-30,Long Beach,Private room in condo,Private room,
3540,Joe,2014-12-28,South Los Angeles,Entire home,Entire home/apt,$115.00
3541,Carrie,2013-09-11,San Pedro,Entire rental unit,Entire home/apt,$150.00
3542,Gabrielle,2009-12-03,Mid-Wilshire,Entire rental unit,Entire home/apt,
3543,Jay,2016-03-02,Bel Air/Beverly Crest,Entire home,Entire home/apt,"$1,853.00"
3544,Corinne,2016-01-25,Northridge,Entire guesthouse,Entire home/apt,$120.00
3545,Marc,2014-02-06,Hollywood Hills,Entire guesthouse,Entire home/apt,$153.00
3546,Gevork Daniel,2016-03-30,Panorama City,Entire home,Entire home/apt,$276.00
3547,Susan,2016-03-31,,Private room in home,Private room,
3548,Hong Xia,2011-12-14,Mid-Wilshire,Entire home,Entire home/apt,$90.00
3549,Cherie,2014-03-10,Silver Lake,Entire guesthouse,Entire home/apt,$129.00
3550,Roger,2015-08-12,,Private room in condo,Private room,$52.00
3551,Owen,2013-04-14,Venice,Entire rental unit,Entire home/apt,$334.00
3552,Shane,2015-08-13,Downtown,Entire rental unit,Entire home/apt,
3553,Curtis,2015-07-08,Montebello,Private room in rental unit,Private room,
3554,Nima,2013-07-02,Westside,Private room in home,Private room,$80.00
3555,Bj,2016-03-21,Santa Monica,Entire rental unit,Entire home/apt,
3556,Ming,2015-09-11,La Puente,Private room in bungalow,Private room,$311.00
3557,Paul,2013-05-13,Silver Lake,Entire rental unit,Entire home/apt,
3558,Michael,2013-02-01,Central LA,Entire bungalow,Entire home/apt,$110.00
3559,Christoph,2014-08-27,Manhattan Beach,Entire home,Entire home/apt,
3560,Stacy,2011-12-04,Silver Lake,Entire home,Entire home/apt,
3561,Mark,2015-09-09,South Robertson,Entire home,Entire home/apt,$109.00
3562,Andrew,2014-03-19,Greenpoint,Private room in home,Private room,
3563,Shayma,2016-02-11,Santa Monica,Entire rental unit,Entire home/apt,$101.00
3564,Michael,2014-12-30,Silver Lake,Entire home,Entire home/apt,
3565,Anny,2015-03-24,Hollywood,Private room in rental unit,Private room,
3566,Marla,2014-02-21,Culver City,Entire guesthouse,Entire home/apt,$154.00
3567,Meryem,2016-03-22,Redondo Beach,Private room in home,Private room,$82.00
3568,Christoph,2014-08-27,Manhattan Beach,Entire bungalow,Entire home/apt,
3569,Jana,2015-04-11,Los Feliz,Entire rental unit,Entire home/apt,
3570,Nir,2016-03-22,,Entire guest suite,Entire home/apt,$165.00
3571,Mj,2016-02-19,,Entire home,Entire home/apt,
3572,Brandy,2016-03-20,Malibu,Entire home,Entire home/apt,"$1,700.00"
3573,Steven,2016-03-23,South Robertson,Private room in rental unit,Private room,
3574,Han,2013-09-09,Toluca Lake,Private room in home,Private room,
3575,Yana,2016-03-23,Hollywood,Entire rental unit,Entire home/apt,
3576,Catherine,2015-09-07,West Hollywood,Entire condo,Entire home/apt,$312.00
3577,Shelby,2016-01-23,Hermosa Beach,Entire home,Entire home/apt,
3578,Lynn,2016-03-19,West Adams,Private room in home,Private room,
3579,Bridgette,2016-04-01,South LA,Private room in home,Private room,
3580,Koko&Dee,2016-04-01,West Los Angeles,Entire rental unit,Entire home/apt,
3581,Greg,2016-04-02,Westwood,Entire rental unit,Entire home/apt,
3582,Hilary,2015-04-24,Long Beach,Entire rental unit,Entire home/apt,$104.00
3583,Erasmo,2016-03-21,Mid-Wilshire,Private room,Private room,
3584,Carla,2016-04-03,Marina Del Rey,Entire rental unit,Entire home/apt,$110.00
3585,John,2014-03-07,Mid-Wilshire,Entire rental unit,Entire home/apt,$196.00
3586,Briana,2010-07-19,,Private room in home,Private room,$121.00
3587,Marykathryn,2016-04-04,North Hollywood,Private room in rental unit,Private room,
3588,Ryan,2013-12-17,Burbank,Entire home,Entire home/apt,$124.00
3589,Doris,2014-04-03,Mid-City,Entire home,Entire home/apt,$262.00
3590,Janie,2016-03-07,Mar Vista,Entire home,Entire home/apt,
3591,Chris,2012-05-18,Mid-Wilshire,Entire rental unit,Entire home/apt,
3592,Olga,2013-01-05,Hollywood,Entire rental unit,Entire home/apt,$130.00
3593,Matthew B.,2014-06-16,Hollywood,Private room in rental unit,Private room,
3594,Bailey,2015-12-15,Studio City,Entire rental unit,Entire home/apt,$89.00
3595,Amy,2013-06-03,Studio City,Entire home,Entire home/apt,$495.00
3596,Chris & Diana,2013-07-09,Santa Monica,Entire home,Entire home/apt,
3597,Mark,2013-10-05,,Entire guesthouse,Entire home/apt,$153.00
3598,Elvina,2009-07-22,Arts District,Room in hostel,Hotel room,
3599,Tamara,2015-09-16,Long Beach,Private room in home,Private room,
3600,Veronica,2014-01-01,Studio City,Entire guesthouse,Entire home/apt,$297.00
3601,Charlotte,2016-02-09,South LA,Private room in home,Private room,$47.00
3602,Adee & Itay,2012-03-04,Venice,Entire home,Entire home/apt,$595.00
3603,Ron,2016-03-24,Central LA,Entire condo,Entire home/apt,
3604,Shelley,2014-06-01,Long Beach,Entire home,Entire home/apt,$199.00
3605,Greta,2014-07-28,,Entire rental unit,Entire home/apt,
3606,Bing,2014-09-27,Lawndale,Entire bungalow,Entire home/apt,$206.00
3607,Jordan,2014-01-07,,Entire home,Entire home/apt,$150.00
3608,Jagannathan,2016-03-25,West Adams,Private room in home,Private room,
3609,Haig,2016-03-25,Studio City,Entire home,Entire home/apt,$650.00
3610,Rodrigo,2013-01-29,Hollywood,Private room in rental unit,Private room,
3611,Carrie,2013-09-11,San Pedro,Entire home,Entire home/apt,$333.00
3612,Juan Carlos,2022-07-15,Silver Lake,Entire bungalow,Entire home/apt,$156.00
3613,Robert,2012-09-30,Redondo Beach,Entire rental unit,Entire home/apt,
3614,Angela,2013-11-22,Echo Park,Camper/RV,Entire home/apt,$86.00
3615,Sephira,2014-08-16,Santa Monica,Entire condo,Entire home/apt,$184.00
3616,Love Lives Here❤️,2016-03-08,Mid-Wilshire,Entire rental unit,Entire home/apt,$160.00
3617,Duncan,2016-03-08,West Hollywood,Private room in condo,Private room,
3618,T James,2015-10-29,West Hollywood,Entire rental unit,Entire home/apt,$112.00
3619,Anna,2015-09-23,West Los Angeles,Private room in rental unit,Private room,
3620,Jeffrey,2013-02-05,West Los Angeles,Entire condo,Entire home/apt,$319.00
3621,John,2014-03-21,,Entire rental unit,Entire home/apt,
3622,Caroline,2015-02-08,,Entire guesthouse,Entire home/apt,
3623,Nancy,2015-03-31,Pacific Palisades,Entire home,Entire home/apt,$500.00
3624,Gabriel,2016-03-28,West Hills,Private room in home,Private room,$53.00
3625,Gabriel,2016-03-28,West Hills,Entire guesthouse,Entire home/apt,$84.00
3626,Marie,2016-04-06,Highland Park,Entire home,Entire home/apt,
3627,Bryant,2016-04-06,West Hollywood,Private room in townhouse,Private room,$125.00
3628,Frank,2016-04-06,Marina Del Rey,Entire loft,Entire home/apt,
3629,Taylor,2016-04-06,Mid-Wilshire,Entire rental unit,Entire home/apt,
3630,Natalie,2013-02-20,Peninsula,Entire cottage,Entire home/apt,$189.00
3631,Mirna,2016-03-09,,Entire bungalow,Entire home/apt,$140.00
3632,Paul,2013-06-23,Studio City,Entire home,Entire home/apt,$425.00
3633,Albert,2016-03-27,San Gabriel,Entire rental unit,Entire home/apt,
3634,Noah,2014-08-28,Los Feliz,Entire home,Entire home/apt,
3635,Beth,2015-08-17,Rancho Palos Verdes,Entire villa,Entire home/apt,"$1,073.00"
3636,Ryan,2014-12-04,West Los Angeles,Private room in rental unit,Private room,
3637,Gloria,2013-04-04,,Farm stay,Entire home/apt,$166.00
3638,Lawrence,2016-03-25,Venice,Entire rental unit,Entire home/apt,
3639,Art,2015-12-22,Monterey Park,Private room in home,Private room,
3640,Katherine Olwyn,2012-01-23,West Hollywood,Entire guest suite,Entire home/apt,$200.00
3641,Jen,2016-03-18,,Entire condo,Entire home/apt,
3642,Eldad,2016-05-04,,Entire guest suite,Entire home/apt,$72.00
3643,Helen,2015-10-28,,Private room in townhouse,Private room,$89.00
3644,Jemie,2012-03-05,Hawthorne,Private room in townhouse,Private room,$143.00
3645,Nikita,2014-07-07,Woodland Hills/Warner Center,Private room in home,Private room,$101.00
3646,Gilda,2016-04-07,South San Gabriel,Private room in home,Private room,$59.00
3647,Jason,2014-02-16,Beverly Hills,Entire rental unit,Entire home/apt,$600.00
3648,Dan And Valeria,2016-04-08,West Los Angeles,Private room in rental unit,Private room,
3649,Desmond,2015-07-17,Hollywood,Entire condo,Entire home/apt,
3650,Manouch,2012-02-15,Santa Monica,Entire rental unit,Entire home/apt,$197.00
3651,Professional,2015-10-19,Westwood,Entire rental unit,Entire home/apt,$449.00
3652,Kevin,2015-05-22,Westwood,Private room in rental unit,Private room,$49.00
3653,Ran,2015-08-01,Mar Vista,Entire guesthouse,Entire home/apt,$118.00
3654,Guang,2016-03-29,,Private room in home,Private room,
3655,Jenny,2016-02-21,Echo Park,Entire rental unit,Entire home/apt,
3656,Moira,2011-11-18,Woodland Hills/Warner Center,Entire home,Entire home/apt,$300.00
3657,Gali,2014-02-25,Mid-Wilshire,Private room in rental unit,Private room,
3658,Tal,2016-03-29,West Hills,Entire home,Entire home/apt,$478.00
3659,Victoria,2014-04-20,Valley Village,Entire home,Entire home/apt,$195.00
3660,Shira,2014-04-13,Los Feliz,Private room in rental unit,Private room,
3661,Hong,2016-03-15,,Entire rental unit,Entire home/apt,$123.00
3662,Mike,2014-12-28,Venice,Entire rental unit,Entire home/apt,$101.00
3663,Mike,2014-12-28,Venice,Entire rental unit,Entire home/apt,$94.00
3664,Betty,2016-04-14,Hollywood Hills,Private room in guest suite,Private room,$109.00
3665,Kent,2015-03-17,,Private room,Private room,$85.00
3666,Joanne,2016-03-11,Hollywood,Entire guesthouse,Entire home/apt,$168.00
3667,Joseph,2013-07-01,Reseda,Entire guesthouse,Entire home/apt,$152.00
3668,Ruzanna,2016-03-12,Glendale,Entire guest suite,Entire home/apt,$123.00
3669,Cassandra,2015-12-29,Toluca Lake,Private room in rental unit,Private room,
3670,Jennifer,2011-09-03,Westside,Private room in home,Private room,$61.00
3671,Marie,2014-07-16,Venice,Entire rental unit,Entire home/apt,
3672,Grant,2015-08-12,Venice,Entire home,Entire home/apt,
3673,Helanie,2016-04-14,,Private room in home,Private room,$65.00
3674,Helena,2016-04-14,Mid-Wilshire,Private room in rental unit,Private room,
3675,Sara,2014-12-15,Alhambra,Entire home,Entire home/apt,
3676,Jeffrey,2015-01-29,Cahuenga Pass,Entire home,Entire home/apt,
3677,Justin,2016-04-15,,Entire home,Entire home/apt,
3678,Alper,2013-11-16,Westside,Entire home,Entire home/apt,$247.00
3679,Christine,2016-03-13,Eagle Rock,Entire guest suite,Entire home/apt,$128.00
3680,Matthew,2016-03-13,Hollywood,Private room in rental unit,Private room,
3681,Sung Hoon,2012-07-12,Mid-Wilshire,Private room in home,Private room,
3682,Rebecca,2015-07-01,San Pedro,Entire home,Entire home/apt,$102.00
3683,Susan,2016-01-13,Highland Park,Private room in bungalow,Private room,$100.00
3684,Cecilia,2016-04-09,Hawthorne,Entire home,Entire home/apt,$184.00
3685,Hongyi,2016-04-10,West Adams,Entire rental unit,Entire home/apt,
3686,Gil,2016-01-06,Pasadena,Entire home,Entire home/apt,
3687,Christina,2016-04-10,Mid-Wilshire,Entire home,Entire home/apt,$70.00
3688,Adelina,2021-08-22,,Entire guesthouse,Entire home/apt,$70.00
3689,Jill,2016-04-10,Malibu,Entire home,Entire home/apt,
3690,Matt,2015-03-18,Echo Park,Entire rental unit,Entire home/apt,
3691,Cory,2011-12-29,Brentwood,Entire home,Entire home/apt,$850.00
3692,David,2016-03-14,Van Nuys,Private room in rental unit,Private room,
3693,Anna,2013-04-11,West Hollywood,Private room in rental unit,Private room,
3694,Kate,2015-11-07,Long Beach,Entire guesthouse,Entire home/apt,$234.00
3695,Matthew,2011-08-14,West Hollywood,Entire rental unit,Entire home/apt,$110.00
3696,Michelle,2015-05-19,Mid-Wilshire,Entire guesthouse,Entire home/apt,$101.00
3697,Rachel,2015-11-08,,Entire home,Entire home/apt,$215.00
3698,Jennifer,2016-04-06,El Segundo,Room in boutique hotel,Private room,$79.00
3699,Matthew,2015-11-05,Venice,Entire home,Entire home/apt,
3700,Sarah,2011-10-19,Mar Vista,Entire rental unit,Entire home/apt,
3701,Naomi,2015-06-15,,Entire rental unit,Entire home/apt,$138.00
3702,Bret,2014-05-12,Hollywood Hills,Entire home,Entire home/apt,$399.00
3703,Kasey,2013-04-17,Long Beach,Tiny home,Entire home/apt,$79.00
3704,Tina,2012-09-25,Venice,Private room in home,Private room,
3705,Julie,2014-02-28,Santa Monica,Private room in condo,Private room,$99.00
3706,Amir,2012-08-27,Westside,Entire rental unit,Entire home/apt,$111.00
3707,Christopher,2015-06-14,Hollywood,Private room in rental unit,Private room,
3708,Colette,2014-10-11,Downtown,Entire loft,Entire home/apt,$95.00
3709,Alison,2015-09-05,Glendale,Entire rental unit,Entire home/apt,
3710,C,2016-04-04,,Private room in townhouse,Private room,
3711,Kaya,2016-04-11,Topanga,Entire home,Entire home/apt,
3712,Owen,2016-04-11,Mid-Wilshire,Entire bungalow,Entire home/apt,
3713,Frank,2016-04-06,Marina Del Rey,Entire rental unit,Entire home/apt,
3714,Camille,2013-08-14,,Entire guesthouse,Entire home/apt,$94.00
3715,Pooja,2015-01-07,Westlake,Entire rental unit,Entire home/apt,
3716,Marc,2016-04-12,West Hollywood,Entire rental unit,Entire home/apt,
3717,Rumala,2013-10-04,Culver City,Entire home,Entire home/apt,$268.00
3718,Gary,2013-01-15,,Private room in rental unit,Private room,$90.00
3719,Cristina,2009-08-07,Venice,Entire rental unit,Entire home/apt,$180.00
3720,Camilla,2016-03-15,Studio City,Entire home,Entire home/apt,$500.00
3721,Hong,2016-03-15,,Entire rental unit,Entire home/apt,$121.00
3722,QiSheng,2016-01-11,Alhambra,Entire guest suite,Entire home/apt,$61.00
3723,Caleb,2016-04-18,,Entire home,Entire home/apt,
3724,Heather Michelle,2013-12-09,Burbank,Entire home,Entire home/apt,$437.00
3725,Simone,2016-02-10,East Hollywood,Entire rental unit,Entire home/apt,$70.00
3726,Andrew,2014-11-12,Hermosa Beach,Entire rental unit,Entire home/apt,$218.00
3727,Karrie,2016-01-15,Burbank,Entire rental unit,Entire home/apt,
3728,Reyna,2015-09-10,El Sereno,Private room in bed and breakfast,Private room,$50.00
3729,Madison,2016-04-19,Studio City,Entire home,Entire home/apt,
3730,Phillip,2015-08-13,Torrance,Entire condo,Entire home/apt,
3731,T. Renee,2016-04-19,Arts District,Entire loft,Entire home/apt,
3732,Kevin,2015-11-10,Central LA,Entire loft,Entire home/apt,$150.00
3733,Natalie,2016-03-05,,Entire home,Entire home/apt,$478.00
3734,Navoda George,2017-04-28,,Private room in home,Private room,$55.00
3735,Hong,2016-03-15,,Entire rental unit,Entire home/apt,$154.00
3736,Koko&Dee,2016-04-01,West Los Angeles,Entire rental unit,Entire home/apt,
3737,Amanda,2015-09-14,El Sereno,Entire guesthouse,Entire home/apt,$89.00
3738,Omar,2014-05-07,Malibu,Entire home,Entire home/apt,$432.00
3739,Laura,2014-02-15,South Robertson,Entire rental unit,Entire home/apt,
3740,Chantelle,2015-11-04,Hollywood,Entire rental unit,Entire home/apt,
3741,Graeme,2016-03-03,Del Rey,Entire guesthouse,Entire home/apt,$129.00
3742,Albert,2016-04-14,,Entire home,Entire home/apt,$200.00
3743,Yanwen,2015-05-11,West Adams,Private room in rental unit,Private room,
3744,Tyler,2015-09-12,Signal Hill,Private room in home,Private room,
3745,Jeffrey,2015-01-29,Cahuenga Pass,Private room in home,Private room,$120.00
3746,Michael,2015-03-13,,Entire home,Entire home/apt,
3747,Nathalie,2016-01-21,Mid-Wilshire,Entire rental unit,Entire home/apt,$108.00
3748,Brane,2016-04-19,Manhattan Beach,Entire home,Entire home/apt,
3749,Alvin,2016-02-06,,Private room in home,Private room,
3750,Angelica,2016-04-07,Central LA,Private room in home,Private room,$45.00
3751,Angelica,2016-04-07,Central LA,Private room in home,Private room,$59.00
3752,Brett,2016-04-20,Venice,Entire rental unit,Entire home/apt,$170.00
3753,Christie,2016-04-20,Beverly Hills,Entire rental unit,Entire home/apt,
3754,Charlotte,2015-05-09,Silver Lake,Entire rental unit,Entire home/apt,$294.00
3755,Catharina,2013-12-15,Redondo Beach,Entire home,Entire home/apt,
3756,Georg,2013-11-16,Malibu,Entire home,Entire home/apt,$995.00
3757,Carlo,2016-04-18,,Private room in home,Private room,
3758,Anthony,2014-10-08,West Hollywood,Private room in rental unit,Private room,
3759,Lyndale,2016-05-08,Carson,Private room in home,Private room,
3760,David,2015-12-29,Santa Monica,Entire rental unit,Entire home/apt,$231.00
3761,Jennifer,2015-02-04,Venice,Entire home,Entire home/apt,$200.00
3762,Sarah,2015-08-29,Palms,Private room in rental unit,Private room,
3763,Alessio,2016-04-26,West Hollywood,Private room in rental unit,Private room,
3764,Amelia,2016-02-27,Mid-Wilshire,Private room in rental unit,Private room,
3765,Gregor,2015-06-25,Hermosa Beach,Entire rental unit,Entire home/apt,
3766,Sonal,2016-04-27,Redondo Beach,Entire rental unit,Entire home/apt,$109.00
3767,Tyler,2015-09-12,Signal Hill,Entire home,Entire home/apt,
3768,Atty And Em,2016-04-27,Atwater Village,Entire home,Entire home/apt,$77.00
3769,Hilmi,2013-11-16,,Entire guesthouse,Entire home/apt,
3770,Caroline,2012-08-06,East Hollywood,Shared room in bungalow,Shared room,$122.00
3771,Joseph Todd,2012-01-22,Echo Park,Camper/RV,Entire home/apt,$55.00
